id,eissn,title_display,article_type,author_display,journal,publication_date,score,abstract,keyword,bibjson.link,title,provider,publisher,subject,active,article_statistics.statistics,author_copyright.copyright,author_publishing_rights.publishing_rights,editorial_review.process,format,language,plagiarism_detection.detection
10.1371/journal.pone.0122607,1932-6203,Tobacco Use and Suicide Attempt: Longitudinal Analysis with Retrospective Reports,Research Article,"['Ivan Berlin', 'Jahn K. Hakes', 'Mei-Chen Hu', 'Lirio S. Covey']",PLoS ONE,2015-04-07T00:00:00Z,6.8413234,"['Background: Suicide has been associated with smoking/tobacco use but its association of and change in smoking/tobacco use status with suicide attempt (SA) is not well established. Methods: We investigated whether persistent, former tobacco use, initiation, quitting tobacco use, relapse to tobacco use, and DSM-IV nicotine dependence predict independently SA using Wave 1 and 2 data of the National Epidemiologic Survey of Alcohol and Related Conditions. Data from 34,653 US adults interviewed at Wave 1 (2001-02) and Wave 2 (2004-05) were analyzed. The main outcome measure was SA between Wave 1 and Wave 2 as reported at Wave 2. Results: Among the 1,673 respondents reporting lifetime SA at Wave 2, 328 individuals reported SA between Wave 1 and Wave 2. Current and former tobacco use at Wave 1 predicted Wave 2 SA independently of socio-demographic characteristics, psychiatric history, and prior SA (Adjusted Odds Ratio (AOR): 1.49; 95% CI: 1.13-1.95, AOR: 1.31; 95% CI:1.01-1.69, respectively versus never tobacco users). The strongest association with SA was observed among former tobacco users who relapsed after Wave 1 (AOR: 4.66; 95% CI: 3.49-6.24) and among tobacco use initiators after Wave 1 (AOR: 3.16; 95% CI: 2.23-4.49). Persistent tobacco use (current tobacco use at both Wave 1 and Wave 2) also had an increased risk of SA (AOR: 1.89; 95% CI: 1.47-2.42). However, former tobacco users in both Waves 1 and 2 did not show a significantly elevated risk for SA in Wave 2 (AOR:1.09, 95% CI: 0.78-1.52) suggesting that the risk resided mainly in Wave 1 former tobacco users who relapsed to tobacco use by Wave 2. DSM-IV nicotine dependence did not predict SA at Wave 2. Conclusion: In a representative sample of US adults, relapse, tobacco use initiation, and persistent tobacco use, which are amenable to intervention, were associated with risk of SA. ']",tobacco,http://europepmc.org/articles/PMC4388646?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0140591,1932-6203,Overexpression of a <i>Triticum aestivum</i> Calreticulin gene (<i>TaCRT1</i>) Improves Salinity Tolerance in Tobacco,Research Article,"['Yang Xiang', 'Yun Hai Lu', 'Min Song', 'Yun Wang', 'Wenqi Xu', 'Lintao Wu', 'Hancheng Wang', 'Zhengqiang Ma']",PLoS ONE,2015-10-15T00:00:00Z,6.8413234,"['\nCalreticulin (CRT) is a highly conserved and abundant multifunctional protein that is encoded by a small gene family and is often associated with abiotic/biotic stress responses in plants. However, the roles played by this protein in salt stress responses in wheat (Triticum aestivum) remain obscure. In this study, three TaCRT genes were identified in wheat and named TaCRT1, TaCRT2 and TaCRT3-1 based on their sequence characteristics and their high homology to other known CRT genes. Quantitative real-time PCR expression data revealed that these three genes exhibit different expression patterns in different tissues and are strongly induced under salt stress in wheat. The calcium-binding properties of the purified recombinant TaCRT1 protein were determined using a PIPES/Arsenazo III analysis. TaCRT1 gene overexpression in Nicotiana tabacum decreased salt stress damage in transgenic tobacco plants. Physiological measurements indicated that transgenic tobacco plants showed higher activities of superoxide dismutase (SOD), peroxidase (POD) and catalase (CAT) than non-transgenic tobacco under normal growth conditions. Interestingly, overexpression of the entire TaCRT1 gene or of partial TaCRT1 segments resulted in significantly higher tolerance to salt stress in transgenic plants compared with their WT counterparts, thus revealing the essential role of the C-domain of TaCRT1 in countering salt stress in plants.\n']",tobacco,http://europepmc.org/articles/PMC4607401?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0130744,1932-6203,Transcriptome Response Signatures Associated with the Overexpression of a Mitochondrial Uncoupling Protein (AtUCP1) in Tobacco,Research Article,"['Alessandra Vasconcellos Nunes Laitz', 'Marcio Luis Acencio', 'Ilara G. F. Budzinski', 'Mônica T. V. Labate', 'Ney Lemke', 'Paulo Eduardo Martins Ribolla', 'Ivan G. Maia']",PLoS ONE,2015-06-24T00:00:00Z,6.8413234,"['\nMitochondrial inner membrane uncoupling proteins (UCP) dissipate the proton electrochemical gradient established by the respiratory chain, thus affecting the yield of ATP synthesis. UCP overexpression in plants has been correlated with oxidative stress tolerance, improved photosynthetic efficiency and increased mitochondrial biogenesis. This study reports the main transcriptomic responses associated with the overexpression of an UCP (AtUCP1) in tobacco seedlings. Compared to wild-type (WT), AtUCP1 transgenic seedlings showed unaltered ATP levels and higher accumulation of serine. By using RNA-sequencing, a total of 816 differentially expressed genes between the investigated overexpressor lines and the untransformed WT control were identified. Among them, 239 were up-regulated and 577 were down-regulated. As a general response to AtUCP1 overexpression, noticeable changes in the expression of genes involved in energy metabolism and redox homeostasis were detected. A substantial set of differentially expressed genes code for products targeted to the chloroplast and mainly involved in photosynthesis. The overall results demonstrate that the alterations in mitochondrial function provoked by AtUCP1 overexpression require important transcriptomic adjustments to maintain cell homeostasis. Moreover, the occurrence of an important cross-talk between chloroplast and mitochondria, which culminates in the transcriptional regulation of several genes involved in different pathways, was evidenced.\n']",tobacco,http://europepmc.org/articles/PMC4479485?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0087582,1932-6203,The Effects of Cadmium-Zinc Interactions on Biochemical Responses in Tobacco Seedlings and Adult Plants,Research Article,"['Mirta Tkalec', 'Petra Peharec Štefanić', 'Petra Cvjetko', 'Sandra Šikić', 'Mirjana Pavlica', 'Biljana Balen']",PLoS ONE,2014-01-27T00:00:00Z,6.8413234,"['\nThe objective of the present study was to investigate the effects of cadmium-zinc (Cd-Zn) interactions on their uptake, oxidative damage of cell macromolecules (lipids, proteins, DNA) and activities of antioxidative enzymes in tobacco seedlings as well as roots and leaves of adult plants. Seedlings and plants were exposed to Cd (10 µM and 15 µM) and Zn (25 µM and 50 µM) as well as their combinations (10 µM or 15 µM Cd with either 25 µM or 50 µM Zn). Measurement of metal accumulation exhibited that Zn had mostly positive effect on Cd uptake in roots and seedlings, while Cd had antagonistic effect on Zn uptake in leaves and roots. According to examined oxidative stress parameters, in seedlings and roots individual Cd treatments induced oxidative damage, which was less prominent in combined treatments, indicating that the presence of Zn alleviates oxidative stress. However, DNA damage found in seedlings, and lower glutathione reductase (GR) and superoxide dismutase (SOD) activity recorded in both seedlings and roots, after individual Zn treatments, indicate that Zn accumulation could impose toxic effects. In leaves, oxidative stress was found after exposure to Cd either alone or in combination with Zn, thus implying that in this tissue Zn did not have alleviating effects. In conclusion, results obtained in different tobacco tissues suggest tissue-dependent Cd-Zn interactions, which resulted in activation of different mechanisms involved in the protection against metal stress.\n']",tobacco,http://europepmc.org/articles/PMC3903775?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0102416,1932-6203,Geospatial Analysis on the Distributions of Tobacco Smoking and Alcohol Drinking in India,Research Article,"['Sze Hang Fu', 'Prabhat Jha', 'Prakash C. Gupta', 'Rajesh Kumar', 'Rajesh Dikshit', 'Dhirendra Sinha']",PLoS ONE,2014-07-15T00:00:00Z,6.8413234,"['Background: Tobacco smoking and binge alcohol drinking are two of the leading risk factors for premature mortality worldwide. In India, studies have examined the geographic distributions of tobacco smoking and alcohol drinking only at the state-level; sub-state variations and the spatial association between the two consumptions are poorly understood. Methodology: We used data from the Special Fertility and Mortality Survey conducted in 1998 to examine the geographic distributions of tobacco smoking and alcohol drinking at the district and postal code levels. We used kriging interpolation to generate smoking and drinking distributions at the postal code level. We also examined spatial autocorrelations and identified spatial clusters of high and low prevalence of smoking and drinking. Finally, we used bivariate analyses to examine the spatial correlations between smoking and drinking, and between cigarette and bidi smoking. Results: There was a high prevalence of any smoking in the central and northeastern states, and a high prevalence of any drinking in Himachal Pradesh, Arunachal Pradesh, and eastern Madhya Pradesh. Spatial clusters of early smoking (started smoking before age 20) were identified in the central states. Cigarette and bidi smoking showed distinctly different geographic patterns, with high levels of cigarette smoking in the northeastern states and high levels of bidi smoking in the central states. The geographic pattern of bidi smoking was similar to early smoking. Cigarette smoking was spatially associated with any drinking. Smoking prevalences in 1998 were correlated with prevalences in 2004 at the district level and 2010 at the state level. Conclusion: These results along with earlier evidence on the complementarities between tobacco smoking and alcohol drinking suggest that local public health action on smoking might also help to reduce alcohol consumption, and vice versa. Surveys that properly represent tobacco and alcohol consumptions at the district level are recommended. ']",tobacco,http://europepmc.org/articles/PMC4099149?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0067915,1932-6203,A Tobacco Etch Virus Protease with Increased Substrate Tolerance at the P1' position,Research Article,"['Christian Renicke', 'Roberta Spadaccini', 'Christof Taxis']",PLoS ONE,2013-06-24T00:00:00Z,6.8413234,"['\n\t\t\t\tSite-specific proteases are important tools for in vitro and in vivo cleavage of proteins. They are widely used for diverse applications, like protein purification, assessment of protein–protein interactions or regulation of protein localization, abundance or activity. Here, we report the development of a procedure to select protease variants with altered specificity based on the well-established Saccharomyces cerevisiae adenine auxotrophy-dependent red/white colony assay. We applied this method on the tobacco etch virus (TEV) protease to obtain a protease variant with altered substrate specificity at the P1’ Position. In vivo experiments with tester substrates showed that the mutated TEV protease still efficiently recognizes the sequence ENLYFQ, but has almost lost all bias for the amino acid at the P1’ Position. Thus, we generated a site-specific protease for synthetic approaches requiring in vivo generation of proteins or peptides with a specific N-terminal amino acid.\n\t\t\t']",tobacco,http://europepmc.org/articles/PMC3691164?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0063812,1932-6203,Tobacco Smoking Leads to Extensive Genome-Wide Changes in DNA Methylation,Research Article,"['Sonja Zeilinger', 'Brigitte Kühnel', 'Norman Klopp', 'Hansjörg Baurecht', 'Anja Kleinschmidt', 'Christian Gieger', 'Stephan Weidinger', 'Eva Lattka', 'Jerzy Adamski', 'Annette Peters', 'Konstantin Strauch', 'Melanie Waldenberger', 'Thomas Illig']",PLoS ONE,2013-05-17T00:00:00Z,6.8413234,"['\nEnvironmental factors such as tobacco smoking may have long-lasting effects on DNA methylation patterns, which might lead to changes in gene expression and in a broader context to the development or progression of various diseases. We conducted an epigenome-wide association study (EWAs) comparing current, former and never smokers from 1793 participants of the population-based KORA F4 panel, with replication in 479 participants from the KORA F3 panel, carried out by the 450K BeadChip with genomic DNA obtained from whole blood. We observed wide-spread differences in the degree of site-specific methylation (with p-values ranging from 9.31E-08 to 2.54E-182) as a function of tobacco smoking in each of the 22 autosomes, with the percent of variance explained by smoking ranging from 1.31 to 41.02. Depending on cessation time and pack-years, methylation levels in former smokers were found to be close to the ones seen in never smokers. In addition, methylation-specific protein binding patterns were observed for cg05575921 within AHRR, which had the highest level of detectable changes in DNA methylation associated with tobacco smoking (–24.40% methylation; p\u200a=\u200a2.54E-182), suggesting a regulatory role for gene expression. The results of our study confirm the broad effect of tobacco smoking on the human organism, but also show that quitting tobacco smoking presumably allows regaining the DNA methylation state of never smokers.\n']",tobacco,http://europepmc.org/articles/PMC3656907?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0161342,1932-6203,The Influence of Tobacco Smoke on Protein and Metal Levels in the Serum of Women during Pregnancy,Research Article,"['Marta Wrześniak', 'Marta Kepinska', 'Małgorzata Królik', 'Halina Milnerowicz']",PLoS ONE,2016-08-22T00:00:00Z,6.8413234,"['Background: Tobacco smoking by pregnant women has a negative effect on fetal development and increases pregnancy risk by changing the oxidative balance and microelements level. Smoking affects the concentration, structure and function of proteins, potentially leading to various negative effects on pregnancy outcomes. Methodology/Principal Findings: The influence of tobacco smoke on key protein fractions in smoking and non-smoking healthy pregnant women was determined by capillary electrophoresis (CE). Concentrations of the proteins α1-antitrypsin, α1-acid glycoprotein, α2-macroglobulin and transferrin were determined by ELISA tests. Total protein concentration was measured by the Biuret method. Smoking status was established by cotinine levels. Cadmium (Cd) and Zinc (Zn) concentrations were determined by flame atomic absorption spectrometry and the Zn/Cd ratio was calculated based on these numbers. Smoking women had a 3.7 times higher level of Cd than non-smoking women. Zn levels decreased during pregnancy for all women. The Zn/Cd ratio was three times lower in smoking women. The differences between the changes in the protein profile for smoking and non-smoking women were noted. Regarding proteins, α1-antitrypsin and α2-macroglobulin levels were lower in the non-smoking group than in the smoking group and correlated with Cd levels (r = -0.968, p = 0.032 for non-smokers; r = −0.835, p = 0.019 for smokers). Zn/Cd ratios correlated negatively with α1-, α2- and β-globulins. Conclusions/Significance: Exposure to tobacco smoke increases the concentration of Cd in the blood of pregnant women and may lead to an elevated risk of pregnancy disorders. During pregnancy alter concentrations of some proteins. The correlation of Cd with proteins suggests that it is one of the causes of protein aberrations. ']",tobacco,http://europepmc.org/articles/PMC4993357?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0188586,1932-6203,"Tobacco consumption and nicotine dependence in Bengo Province, Angola: A community-based survey",Research Article,"['João M. Pedro', 'Miguel Brito', 'Henrique Barros']",PLoS ONE,2017-11-27T00:00:00Z,6.8413234,"['\nThere is concern about the potentially increasing use of tobacco in Angola. However, information on the frequency and determinants of this use is not systematised. This study aimed to estimate the prevalence of tobacco consumption and nicotine dependence among smokers in an Angolan population and considering individual socio-demographic and behavioural characteristics. A community-based survey with 2,472 respondents (age range: 15–64 years) was conducted in 2013–2014 in the country’s Bengo Province. The collection methodology for assessing each type of tobacco consumption and its daily quantification followed the World Health Organization STEPwise approach to chronic disease risk factor surveillance. The Fagerström Test for Nicotine Dependence was also used to assess smokers. Mean values for prevalence of tobacco use and nicotine dependence were estimated by sex and by previously defined variables. Daily smoking (6.1%) was found to be higher for males (10.0%) them among females (2.6%), and the amount of ex-smokers (7.5%) was higher them smokers. Only 0.2% of those surveyed reported use of smokeless (chewing) tobacco. One-third of ever-smokers reported having started smoking daily before age 18. Nicotine dependence levels were classified as very low or low in 83.6% of the smokers. Daily smoking prevalence increased with age, and was higher in rural areas and among individuals with no formal education, lower incomes, and alcohol consumption. This population presented a low smoking prevalence, along with a low number of daily smoked cigarettes and low levels of nicotine dependency, despite the low prices of, and easy access to, manufactured cigarettes. These two factors conjugated with the current absence of an Angolan policy for tobacco control, enhance the susceptibility for rising overall tobacco use in the near future.\n']",tobacco,http://europepmc.org/articles/PMC5703534?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0156887,1932-6203,Prevalence of Smokeless Tobacco among Low Socioeconomic Populations: A Cross-Sectional Analysis,Research Article,"['Mohammad Nurul Azam', 'Mohammad Shahjahan', 'Mahbuba Yeasmin', 'Nasar U. Ahmed']",PLoS ONE,2016-06-08T00:00:00Z,6.8413234,"['Background: Cost, social acceptability and non-stringent regulations pertaining to smokeless tobacco (SLT) product sales have made people choose and continue using SLT. If disaggregated data on smokeless forms and smoked practices of tobacco are reviewed, the incidence of SLT remains static. There is a strong positive correlation of SLT intake with the occurrence of adverse cardiovascular disease, particularly in the low socioeconomic populations. Aims: To investigate the prevalence of smokeless tobacco, its initiation influence and risk factors associated with the practice among lower socioeconomic populations of Bangladesh. Methods: A cross-sectional analysis using both quantitative and categorical approaches was employed. Using systematic random sampling method, four focus group discussions (FGDs) were conducted and 459 participants were interviewed. Multiple logistic regression model was applied to distinguish the significant factors among the SLT users. Results: Almost fifty percent of the respondents initiated SLT usage at the age of 15–24 years and another 22 percent respondents were smoking and using SLT concurrently. The bulk of the women respondents used SLT during their pregnancy. Nearly twenty five percent of the respondents tried to quit the practice of SLT and one-quarter had a plan to quit SLT in the future. More than twenty percent respondents were suffering from dental decay. A noteworthy correlation was found by gender (p<0.01), sufferings from SLT related disease (p<0.05). The multiple logistic regression analysis suggested that, males were 2.7 times more knowledgeable than that of females (p<0.01) about the adversative health condition of SLT usage. The respondents suffering from SLT related diseases were 3.7 times as more knowledgeable about the effect of the practice of SLT than the respondents without diseases (p<0.01). Regarding the knowledge about the health consequences of the practice of SLT, one participant in the FGD session commented that “although the mouth is the gateway to health, we infected our mouth by using Zarda and Gul”. Again, informants opined that peer, family, curiosity and hospitality, culture are influencing factors for SLT initiation. Conclusion: counselling on tobacco, including SLT, health hazards have to be emphasized through mass media and it is essential for development of relevant policies and communication messages to make people aware of serious health consequences of SLT usages. ']",tobacco,http://europepmc.org/articles/PMC4898710?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0161729,1932-6203,Epigenome Editing of Potato by Grafting Using Transgenic Tobacco as siRNA Donor,Research Article,"['Atsushi Kasai', 'Songling Bai', 'Hatsune Hojo', 'Takeo Harada']",PLoS ONE,2016-08-26T00:00:00Z,6.8413234,"[""\nIn plants, it is possible to induce heritable transcriptional gene silencing (TGS) via RNA-directed DNA methylation (RdDM) using artificially synthesized small RNA (siRNA) homologous to the 5'-flanking region of the target gene. As the siRNA signal with a specific RNA determinant moves through plasmodesmata and sieve elements, we attempted to induce TGS of a transgene and an endogenous gene of potato (Solanum tuberosum) rootstock by grafting using siRNA produced in a tobacco (Nicotiana benthamiana) scion. Our results provide evidence that this system can induce TGS of target genes in tubers formed on potato rootstock. The TGS is maintained in the progeny tubers lacking the transported siRNAs. Our findings reveal that epigenome editing using mobile RNA has the potential to allow breeding of artificial sport cultivars in vegetative propagation crops.\n""]",tobacco,http://europepmc.org/articles/PMC5001710?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0009770,1932-6203,Medicaid Coverage for Tobacco Dependence Treatments in Massachusetts and Associated Decreases in Smoking Prevalence,Research Article,"['Thomas Land', 'Donna Warner', 'Mark Paskowsky', 'Ayesha Cammaerts', 'LeAnn Wetherell', 'Rachel Kaufmann', 'Lei Zhang', 'Ann Malarcher', 'Terry Pechacek', 'Lois Keithly']",PLoS ONE,2010-03-18T00:00:00Z,6.8413234,"['Background: Approximately 50% of smokers die prematurely from tobacco-related diseases. In July 2006, the Massachusetts health care reform law mandated tobacco cessation coverage for the Massachusetts Medicaid population. The new benefit included behavioral counseling and all medications approved for tobacco cessation treatment by the U.S. Food and Drug Administration (FDA). Between July 1, 2006 and December 31, 2008, a total of 70,140 unique Massachusetts Medicaid subscribers used the newly available benefit, which is approximately 37% of all Massachusetts Medicaid smokers. Given the high utilization rate, the objective of this study is to determine if smoking prevalence decreased significantly after the initiation of tobacco cessation coverage. Methods and Findings: Smoking prevalence was evaluated pre- to post-benefit using 1999 through 2008 data from the Massachusetts Behavioral Risk Factor Survey (BRFSS). The crude smoking rate decreased from 38.3% (95% C.I. 33.6%–42.9%) in the pre-benefit period compared to 28.3% (95% C.I.: 24.0%–32.7%) in the post-benefit period, representing a decline of 26 percent. A demographically adjusted smoking rate showed a similar decrease in the post-benefit period. Trend analyses reflected prevalence decreases that accrued over time. Specifically, a joinpoint analysis of smoking prevalence among Massachusetts Medicaid benefit-eligible members (age 18–64) from 1999 through 2008 found a decreasing trend that was coincident with the implementation of the benefit. Finally, a logistic regression that controlled for demographic factors also showed that the trend in smoking decreased significantly from July 1, 2006 to December 31, 2008. Conclusion: These findings suggest that a tobacco cessation benefit that includes coverage for medications and behavioral treatments, has few barriers to access, and involves broad promotion can significantly reduce smoking prevalence. ']",tobacco,http://europepmc.org/articles/PMC2841201?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0054993,1932-6203,<i>Tobacco Mosaic Virus</i> in the Lungs of Mice following Intra-Tracheal Inoculation,Research Article,"['Fanny Balique', 'Philippe Colson', 'Abdoulaye Oury Barry', 'Claude Nappez', 'Audrey Ferretti', 'Khatoun Al Moussawi', 'Tatsiana Ngounga', 'Hubert Lepidi', 'Eric Ghigo', 'Jean-Louis Mege', 'Hervé Lecoq', 'Didier Raoult']",PLoS ONE,2013-01-30T00:00:00Z,6.8413234,"['\n        Plant viruses are generally considered incapable of infecting vertebrates. Accordingly, they are not considered harmful for humans. However, a few studies questioned the certainty of this paradigm. Tobacco mosaic virus (TMV) RNA has been detected in human samples and TMV RNA translation has been described in animal cells. We sought to determine if TMV is detectable, persists, and remains viable in the lung tissues of mice following intratracheal inoculation, and we attempted to inoculate mouse macrophages with TMV. In the animal model, mice were intratracheally inoculated with 1011 viral particles and were sacrificed at different time points. The virus was detected in the mouse lungs using immunohistochemistry, electron microscopy, real-time RT-PCR and sequencing, and its viability was studied with an infectivity assay on plants. In the cellular model, the culture medium of murine bone marrow derived macrophages (BMDM) was inoculated with different concentrations of TMV, and the virus was detected with real-time RT-PCR and immunofluorescence. In addition, anti-TMV antibodies were detected in mouse sera with ELISA. We showed that infectious TMV could enter and persist in mouse lungs via the intratracheal route. Over 14 days, the TMV RNA level decreased by 5 log10 copies/ml in the mouse lungs and by 3.5 log10 in macrophages recovered from bronchoalveolar lavage. TMV was localized to lung tissue, and its infectivity was observed on plants until 3 days after inoculation. In addition, anti-TMV antibody seroconversions were observed in the sera from mice 7 days after inoculation. In the cellular model, we observed that TMV persisted over 15 days after inoculation and it was visualized in the cytoplasm of the BMDM. This work shows that a plant virus, Tobacco mosaic virus, could persist and enter in cells in mammals, which raises questions about the potential interactions between TMV and human hosts.\n      ']",tobacco,http://europepmc.org/articles/PMC3559775?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0056783,1932-6203,Parental Smoking in the Vicinity of Children and Tobacco Control Policies in the European Region,Research Article,"['Viviane Kovess', 'Daniel J. Pilowsky', 'Anders Boyd', 'Ondine Pez', 'Adina Bitfoi', 'Mauro Carta', 'Ceyda Eke', 'Dietmar Golitz', 'Rowella Kuijpers', 'Sigita Lesinskiene', 'Zlatka Mihova', 'Roy Otten', 'Ezra Susser']",PLoS ONE,2013-02-20T00:00:00Z,6.8413234,"['Objective: To ascertain patterns of parental smoking in the vicinity of children in Eastern and Western Europe and their relation to Tobacco Control Scale (TCS) scores. Methods: Data on parental smoking patterns were obtained from the School Child Mental Health Europe (SCMHE), a 2010 cross-sectional survey of 5141 school children aged 6 to 11 years and their parents in six countries: Germany, Netherlands, Lithuania, Romania, Bulgaria and Turkey ranked by TCS into three level categories toward tobacco control policies. Results: A slightly higher proportion of Eastern compared to Western European mothers (42.4 vs. 35.1%) were currently smoking in but the difference was not statistically significant after adjusting for maternal age and maternal educational attainment. About a fifth (19.3%) and a tenth (10.0%) of Eastern and Western European mothers, respectively, smoked in the vicinity of their children, and the difference was significant even after adjustment for potential confounders (p<0.001). Parents with the highest educational attainment were significantly less likely to smoke in the vicinity of their children than those with the lowest attainment. After control of these covariates lax tobacco control policies, compared to intermediate policies, were associated with a 50% increase in the likelihood of maternal smoking in the vicinity of children adjusted odds ratio (AOR)\u200a=\u200a1.52 and 1.64. Among fathers, however, the relationship with paternal smoking and TCS seems more complex since strict policy increases the risk as well AOR\u200a=\u200a1,40. Only one country, however belongs to the strict group. Significance: Tobacco control policies seem to have influenced maternal smoking behaviors overall to a limited degree and smoking in the vicinity of children to a much greater degree. Children living in European countries with lax tobacco control policies are more likely to be exposed to second hand smoking from maternal and paternal smoking. ']",tobacco,http://europepmc.org/articles/PMC3577747?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0130091,1932-6203,Smoke Rings: Towards a Comprehensive Tobacco Free Policy for the Olympic Games,Research Article,"['Kelley Lee', 'Gary Fooks', 'Nathaniel Wander', 'Jennifer Fang']",PLoS ONE,2015-08-07T00:00:00Z,6.8413234,"['Background: The tobacco industry has long sought affiliation with major sporting events, including the Olympic Games, for marketing, advertising and promotion purposes. Since 1988, each Olympic Games has adopted a tobacco-free policy. Limited study of the effectiveness of the smoke-free policy has been undertaken to date, with none examining the tobacco industry’s involvement with the Olympics or use of the Olympic brand. Methods and Findings: A comparison of the contents of Olympic tobacco-free policies from 1988 to 2014 was carried out by searching the websites of the IOC and host NOCs. The specific tobacco control measures adopted for each Games were compiled and compared with measures recommended by the WHO Tobacco Free Sports Initiative and Article 13 of the Framework Convention on Tobacco Control (FCTC). This was supported by semi-structured interviews of key informants involved with the adoption of tobacco-free policies for selected games. To understand the industry’s interests in the Olympics, the Legacy Tobacco Documents Library (http://legacy.library.ucsf.edu) was systematically searched between June 2013 and August 2014. Company websites, secondary sources and media reports were also searched to triangulate the above data sources. Conclusions: The paper concludes that, compatible with the IOC’s commitment to promoting healthy lifestyles, a comprehensive tobacco-free policy with standardized and binding measures should be adopted by the International Olympic Committee and all national Olympic committees. ']",tobacco,http://europepmc.org/articles/PMC4529223?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0033816,1932-6203,"The Tnt1 Retrotransposon Escapes Silencing in Tobacco, Its Natural Host",Research Article,"['Inmaculada Hernández-Pinzón', 'Marta Cifuentes', 'Elizabeth Hénaff', 'Néstor Santiago', 'M. Lluïsa Espinás', 'Josep M. Casacuberta']",PLoS ONE,2012-03-30T00:00:00Z,6.8413234,"[""\n        Retrotransposons' high capacity for mutagenesis is a threat that genomes need to control tightly. Transcriptional gene silencing is a general and highly effective control of retrotransposon expression. Yet, some retrotransposons manage to transpose and proliferate in plant genomes, suggesting that, as shown for plant viruses, retrotransposons can escape silencing. However no evidence of retrotransposon silencing escape has been reported. Here we analyze the silencing control of the tobacco Tnt1 retrotransposon and report that even though constructs driven by the Tnt1 promoter become silenced when stably integrated in tobacco, the endogenous Tnt1 elements remain active. Silencing of Tnt1-containing transgenes correlates with high DNA methylation and the inability to incorporate H2A.Z into their promoters, whereas the endogenous Tnt1 elements remain partially methylated at asymmetrical positions and incorporate H2A.Z upon induction. Our results show that the promoter of Tnt1 is a target of silencing in tobacco, but also that endogenous Tnt1 elements can escape this control and be expressed in their natural host.\n      ""]",tobacco,http://europepmc.org/articles/PMC3316501?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
